# data file from generate.cpp
wavelengths,spectrum
2185.5999999999,0.7696960216
2185.7999999999,0.7630121168
2185.9999999999,0.7562169355
2186.1999999999,0.7493685234
2186.3999999999,0.7425246917
2186.5999999999,0.7357424380
2186.7999999999,0.7290774080
2186.9999999999,0.7225834072
2187.1999999999,0.7163119642
2187.3999999999,0.7103119518
2187.5999999999,0.7046292663
2187.7999999999,0.6993065646
2187.9999999999,0.6943830587
2188.1999999999,0.6898943647
2188.3999999999,0.6858724014
2188.5999999999,0.6823453350
2188.7999999999,0.6793375645
2188.9999999999,0.6768697405
2189.1999999999,0.6749588137
2189.3999999999,0.6736181060
2189.5999999999,0.6728573984
2189.7999999999,0.6726830322
2189.9999999999,0.6730980174
2190.1999999999,0.6741021462
2190.3999999999,0.6756921074
2190.5999999999,0.6778616011
2190.7999999999,0.6806014512
2190.9999999999,0.6838997166
2191.1999999999,0.6877418005
2191.3999999999,0.6921105597
2191.5999999999,0.6969864150
2191.7999999999,0.7023474646
2191.9999999999,0.7081696034
2192.1999999999,0.7144266502
2192.3999999999,0.7210904851
2192.5999999999,0.7281311995
2192.7999999999,0.7355172604
2192.9999999999,0.7432156910
2193.1999999999,0.7511922673
2193.3999999999,0.7594117325
2193.5999999999,0.7678380267
2193.7999999999,0.7764345325
2193.9999999999,0.7851643338
2194.1999999999,0.7939904841
2194.3999999999,0.8028762830
2194.5999999999,0.8117855552
2194.7999999999,0.8206829283
2194.9999999999,0.8295341052
2195.1999999999,0.8383061258
2195.3999999999,0.8469676141
2195.5999999999,0.8554890053
2195.7999999999,0.8638427498
2195.9999999999,0.8720034901
2196.1999999999,0.8799482082
2196.3999999999,0.8876563403
2196.5999999999,0.8951098586
2196.7999999999,0.9022933191
2196.9999999999,0.9091938756
2197.1999999999,0.9158012605
2197.3999999999,0.9221077356
2197.5999999999,0.9281080124
2197.7999999999,0.9337991483
2197.9999999999,0.9391804190
2198.1999999999,0.9442531712
2198.3999999999,0.9490206613
2198.5999999999,0.9534878810
2198.7999999999,0.9576613749
2198.9999999999,0.9615490546
2199.1999999999,0.9651600102
2199.3999999999,0.9685043247
2199.5999999999,0.9715928927
2199.7999999999,0.9744372458
2199.9999999999,0.9770493874
2200.1999999999,0.9794416376
2200.3999999999,0.9816264904
2200.5999999999,0.9836164828
2200.7999999999,0.9854240780
2200.9999999999,0.9870615611
2201.1999999999,0.9885409487
2201.3999999999,0.9898739111
2201.5999999999,0.9910717075
2201.7999999999,0.9921451322
2201.9999999999,0.9931044730
2202.1999999999,0.9939594791
2202.3999999999,0.9947193378
2202.5999999999,0.9953926604
2202.7999999999,0.9959874746
2202.9999999999,0.9965112234
2203.1999999999,0.9969707689
2203.3999999999,0.9973724010
2203.5999999999,0.9977218483
2203.7999999999,0.9980242929
2203.9999999999,0.9982843860
2204.1999999999,0.9985062644
2204.3999999999,0.9986935682
2204.5999999999,0.9988494572
2204.7999999999,0.9989766274
2204.9999999999,0.9990773260
2205.1999999999,0.9991533643
2205.3999999999,0.9992061301
2205.5999999999,0.9992365964
2205.7999999999,0.9992453290
2205.9999999999,0.9992324914
2206.1999999999,0.9991978475
2206.3999999999,0.9991407614
2206.5999999999,0.9990601961
2206.7999999999,0.9989547089
2206.9999999999,0.9988224461
2207.1999999999,0.9986611355
2207.3999999999,0.9984680783
2207.5999999999,0.9982401396
2207.7999999999,0.9979737396
2207.9999999999,0.9976648444
2208.1999999999,0.9973089581
2208.3999999999,0.9969011167
2208.5999999999,0.9964358837
2208.7999999999,0.9959073491
2208.9999999999,0.9953091325
2209.1999999999,0.9946343904
2209.3999999999,0.9938758288
2209.5999999999,0.9930257225
2209.7999999999,0.9920759405
2209.9999999999,0.9910179802
2210.1999999999,0.9898430086
2210.3999999999,0.9885419136
2210.5999999999,0.9871053637
2210.7999999999,0.9855238781
2210.9999999999,0.9837879062
2211.1999999999,0.9818879179
2211.3999999999,0.9798145026
2211.5999999999,0.9775584789
2211.7999999999,0.9751110124
2211.9999999999,0.9724637423
2212.1999999999,0.9696089145
2212.3999999999,0.9665395213
2212.5999999999,0.9632494452
2212.7999999999,0.9597336049
2212.9999999999,0.9559881026
2213.1999999999,0.9520103692
2213.3999999999,0.9477993058
2213.5999999999,0.9433554181
2213.7999999999,0.9386809427
2213.9999999999,0.9337799599
2214.1999999999,0.9286584924
2214.3999999999,0.9233245868
2214.5999999999,0.9177883738
2214.7999999999,0.9120621060
2214.9999999999,0.9061601705
2215.1999999999,0.9000990741
2215.3999999999,0.8938973997
2215.5999999999,0.8875757320
2215.7999999999,0.8811565528
2215.9999999999,0.8746641049
2216.1999999999,0.8681242253
2216.3999999999,0.8615641486
2216.5999999999,0.8550122830
2216.7999999999,0.8484979602
2216.9999999999,0.8420511638
2217.1999999999,0.8357022386
2217.3999999999,0.8294815863
2217.5999999999,0.8234193520
2217.7999999999,0.8175451070
2217.9999999999,0.8118875338
2218.1999999999,0.8064741188
2218.3999999999,0.8013308594
2218.5999999999,0.7964819901
2218.7999999999,0.7919497348
2218.9999999999,0.7877540887
2219.1999999999,0.7839126349
2219.3999999999,0.7804404000
2219.5999999999,0.7773497503
2219.7999999999,0.7746503305
2219.9999999999,0.7723490467
2220.1999999999,0.7704500910
2220.3999999999,0.7689550084
2220.5999999999,0.7678628019
2220.7999999999,0.7671700715
2220.9999999999,0.7668711851
2221.1999999999,0.7669584725
2221.3999999999,0.7674224404
2221.5999999999,0.7682519989
2221.7999999999,0.7694346957
2221.9999999999,0.7709569513
2222.1999999999,0.7728042886
2222.3999999999,0.7749615524
2222.5999999999,0.7774131145
2222.7999999999,0.7801430593
2222.9999999999,0.7831353485
2223.1999999999,0.7863739610
2223.3999999999,0.7898430095
2223.5999999999,0.7935268304
2223.7999999999,0.7974100507
2223.9999999999,0.8014776312
2224.1999999999,0.8057148889
2224.3999999999,0.8101075021
2224.5999999999,0.8146414986
2224.7999999999,0.8193032340
2224.9999999998,0.8240793595
2225.1999999998,0.8289567856
2225.3999999998,0.8339226432
2225.5999999998,0.8389642457
2225.7999999998,0.8440690543
2225.9999999998,0.8492246489
2226.1999999998,0.8544187069
2226.3999999998,0.8596389899
2226.5999999998,0.8648733406
2226.7999999998,0.8701096894
2226.9999999998,0.8753360710
2227.1999999998,0.8805406509
2227.3999999998,0.8857117601
2227.5999999998,0.8908379382
2227.7999999998,0.8959079830
2227.9999999998,0.9009110049
2228.1999999998,0.9058364851
2228.3999999998,0.9106743362
2228.5999999998,0.9154149621
2228.7999999998,0.9200493180
2228.9999999998,0.9245689667
2229.1999999998,0.9289661310
2229.3999999998,0.9332337409
2229.5999999998,0.9373654747
2229.7999999998,0.9413557915
2229.9999999998,0.9451999577
2230.1999999998,0.9488940628
2230.3999999998,0.9524350284
2230.5999999998,0.9558206068
2230.7999999998,0.9590493720
2230.9999999998,0.9621207017
2231.1999999998,0.9650347512
2231.3999999998,0.9677924202
2231.5999999998,0.9703953128
2231.7999999998,0.9728456915
2231.9999999998,0.9751464258
2232.1999999998,0.9773009373
2232.3999999998,0.9793131412
2232.5999999998,0.9811873849
2232.7999999998,0.9829283866
2232.9999999998,0.9845411717
2233.1999999998,0.9860310108
2233.3999999998,0.9874033581
2233.5999999998,0.9886637914
2233.7999999998,0.9898179552
2233.9999999998,0.9908715054
2234.1999999998,0.9918300583
2234.3999999998,0.9926991426
2234.5999999998,0.9934841555
2234.7999999998,0.9941903222
2234.9999999998,0.9948226602
2235.1999999998,0.9953859467
2235.3999999998,0.9958846907
2235.5999999998,0.9963231084
2235.7999999998,0.9967051024
2235.9999999998,0.9970342443
2236.1999999998,0.9973137604
2236.3999999998,0.9975465207
2236.5999999998,0.9977350299
2236.7999999998,0.9978814216
2236.9999999998,0.9979874536
2237.1999999998,0.9980545064
2237.3999999998,0.9980835821
2237.5999999998,0.9980753058
2237.7999999998,0.9980299273
2237.9999999998,0.9979473247
2238.1999999998,0.9978270083
2238.3999999998,0.9976681262
2238.5999999998,0.9974694694
2238.7999999998,0.9972294789
2238.9999999998,0.9969462524
2239.1999999998,0.9966175524
2239.3999999998,0.9962408146
2239.5999999998,0.9958131569
2239.7999999998,0.9953313894
2239.9999999998,0.9947920245
2240.1999999998,0.9941912885
2240.3999999998,0.9935251340
2240.5999999998,0.9927892521
2240.7999999998,0.9919790874
2240.9999999998,0.9910898520
2241.1999999998,0.9901165425
2241.3999999998,0.9890539563
2241.5999999998,0.9878967108
2241.7999999998,0.9866392627
2241.9999999998,0.9852759287
2242.1999999998,0.9838009084
2242.3999999998,0.9822083079
2242.5999999998,0.9804921648
2242.7999999998,0.9786464757
2242.9999999998,0.9766652237
2243.1999999998,0.9745424098
2243.3999999998,0.9722720836
2243.5999999998,0.9698483781
2243.7999999998,0.9672655448
2243.9999999998,0.9645179914
2244.1999999998,0.9616003216
2244.3999999998,0.9585073768
2244.5999999998,0.9552342798
2244.7999999998,0.9517764809
2244.9999999998,0.9481298056
2245.1999999998,0.9442905048
2245.3999999998,0.9402553066
2245.5999999998,0.9360214697
2245.7999999998,0.9315868388
2245.9999999998,0.9269499007
2246.1999999998,0.9221098415
2246.3999999998,0.9170666043
2246.5999999998,0.9118209462
2246.7999999998,0.9063744954
2246.9999999998,0.9007298063
2247.1999999998,0.8948904124
2247.3999999998,0.8888608767
2247.5999999998,0.8826468376
2247.7999999998,0.8762550503
2247.9999999998,0.8696934228
2248.1999999998,0.8629710445
2248.3999999998,0.8560982082
2248.5999999998,0.8490864234
2248.7999999998,0.8419484203
2248.9999999998,0.8346981446
2249.1999999998,0.8273507423
2249.3999999998,0.8199225327
2249.5999999998,0.8124309724
2249.7999999998,0.8048946066
2249.9999999998,0.7973330109
2250.1999999998,0.7897667211
2250.3999999998,0.7822171531
2250.5999999998,0.7747065123
2250.7999999998,0.7672576930
2250.9999999998,0.7598941679
2251.1999999998,0.7526398691
2251.3999999998,0.7455190598
2251.5999999998,0.7385561977
2251.7999999998,0.7317757913
2251.9999999998,0.7252022480
2252.1999999998,0.7188597169
2252.3999999998,0.7127719252
2252.5999999998,0.7069620106
2252.7999999998,0.7014523505
2252.9999999998,0.6962643895
2253.1999999998,0.6914184685
2253.3999999998,0.6869336554
2253.5999999998,0.6828275831
2253.7999999998,0.6791162953
2253.9999999998,0.6758141050
2254.1999999998,0.6729334682
2254.3999999998,0.6704848769
2254.5999999998,0.6684767740
2254.7999999998,0.6669154939
2254.9999999998,0.6658052297
2255.1999999998,0.6651480306
2255.3999999998,0.6649438287
2255.5999999998,0.6651904961
2255.7999999998,0.6658839304
2255.9999999998,0.6670181671
2256.1999999998,0.6685855151
2256.3999999998,0.6705767113
2256.5999999998,0.6729810888
2256.7999999998,0.6757867541
2256.9999999998,0.6789807666
2257.1999999998,0.6825493144
2257.3999999998,0.6864778814
2257.5999999998,0.6907513998
2257.7999999998,0.6953543835
2257.9999999998,0.7002710406
2258.1999999998,0.7054853603
2258.3999999998,0.7109811751
2258.5999999998,0.7167421988
2258.7999999998,0.7227520396
2258.9999999998,0.7289941950
2259.1999999998,0.7354520278
2259.3999999998,0.7421087312
2259.5999999998,0.7489472862
2259.7999999998,0.7559504171
2259.9999999998,0.7631005493
2260.1999999998,0.7703797760
2260.3999999998,0.7777698361
2260.5999999998,0.7852521081
2260.7999999998,0.7928076221
2260.9999999998,0.8004170916
2261.1999999998,0.8080609663
2261.3999999998,0.8157195043
2261.5999999998,0.8233728645
2261.7999999998,0.8310012146
2261.9999999998,0.8385848542
2262.1999999998,0.8461043487
2262.3999999998,0.8535406702
2262.5999999998,0.8608753419
2262.7999999998,0.8680905826
2262.9999999998,0.8751694465
2263.1999999998,0.8820959558
2263.3999999998,0.8888552225
2263.5999999998,0.8954335570
2263.7999999998,0.9018185611
2263.9999999998,0.9079992034
2264.1999999998,0.9139658777
2264.3999999998,0.9197104410
2264.5999999998,0.9252262339
2264.7999999998,0.9305080819
2264.9999999998,0.9355522787
2265.1999999998,0.9403565539
2265.3999999998,0.9449200244
2265.5999999998,0.9492431326
2265.7999999998,0.9533275733
2265.9999999998,0.9571762099
2266.1999999998,0.9607929828
2266.3999999998,0.9641828117
2266.5999999998,0.9673514936
2266.7999999998,0.9703055981
2266.9999999998,0.9730523621
2267.1999999998,0.9755995844
2267.3999999998,0.9779555232
2267.5999999998,0.9801287962
2267.7999999998,0.9821282849
2267.9999999998,0.9839630448
2268.1999999998,0.9856422203
2268.3999999998,0.9871749669
2268.5999999998,0.9885703799
2268.7999999998,0.9898374305
2268.9999999998,0.9909849084
2269.1999999998,0.9920213726
2269.3999999998,0.9929551089
2269.5999999998,0.9937940939
2269.7999999998,0.9945459667
2269.9999999998,0.9952180065
2270.1999999998,0.9958171155
2270.3999999998,0.9963498087
2270.5999999998,0.9968222073
2270.7999999998,0.9972400379
2270.9999999998,0.9976086350
2271.1999999998,0.9979329471
2271.3999999998,0.9982175464
2271.5999999998,0.9984666405
2271.7999999998,0.9986840861
2271.9999999998,0.9988734053
2272.1999999998,0.9990378023
2272.3999999998,0.9991801811
2272.5999999998,0.9993031641
2272.7999999998,0.9994091108
2272.9999999998,0.9995001364
2273.1999999998,0.9995781305
2273.3999999998,0.9996447746
2273.5999999998,0.9997015599
2273.7999999998,0.9997498040
2273.9999999998,0.9997906664
2274.1999999998,0.9998251638
2274.3999999998,0.9998541836
2274.5999999998,0.9998784973
2274.7999999998,0.9998987720
2274.9999999998,0.9999155815
2275.1999999998,0.9999294161
2275.3999999998,0.9999406914
2275.5999999998,0.9999497561
2275.7999999998,0.9999568990
2275.9999999998,0.9999623552
2276.1999999998,0.9999663109
2276.3999999998,0.9999689079
2276.5999999998,0.9999702471
2276.7999999998,0.9999703917
2276.9999999998,0.9999693685
2277.1999999998,0.9999671701
2277.3999999998,0.9999637554
2277.5999999998,0.9999590500
2277.7999999998,0.9999529458
2277.9999999998,0.9999453000
2278.1999999998,0.9999359344
2278.3999999998,0.9999246331
2278.5999999998,0.9999111408
2278.7999999998,0.9998951601
2278.9999999998,0.9998763489
2279.1999999998,0.9998543174
2279.3999999998,0.9998286248
2279.5999999998,0.9997987761
2279.7999999998,0.9997642184
2279.9999999998,0.9997243380
2280.1999999998,0.9996784566
2280.3999999998,0.9996258287
2280.5999999998,0.9995656382
2280.7999999998,0.9994969968
2280.9999999998,0.9994189411
2281.1999999998,0.9993304324
2281.3999999998,0.9992303557
2281.5999999998,0.9991175202
2281.7999999998,0.9989906609
2281.9999999998,0.9988484415
2282.1999999998,0.9986894581
2282.3999999998,0.9985122453
2282.5999999998,0.9983152824
2282.7999999998,0.9980970030
2282.9999999998,0.9978558052
2283.1999999998,0.9975900639
2283.3999999998,0.9972981451
2283.5999999998,0.9969784219
2283.7999999998,0.9966292927
2283.9999999998,0.9962492007
2284.1999999998,0.9958366554
2284.3999999998,0.9953902557
2284.5999999998,0.9949087138
2284.7999999998,0.9943908808
2284.9999999998,0.9938357728
2285.1999999998,0.9932425973
2285.3999999998,0.9926107802
2285.5999999998,0.9919399916
2285.7999999998,0.9912301715
2285.9999999998,0.9904815535
2286.1999999998,0.9896946876
2286.3999999998,0.9888704593
2286.5999999998,0.9880101066
2286.7999999998,0.9871152337
2286.9999999998,0.9861878198
2287.1999999998,0.9852302238
2287.3999999998,0.9842451843
2287.5999999998,0.9832358138
2287.7999999998,0.9822055872
2287.9999999998,0.9811583241
2288.1999999998,0.9800981651
2288.3999999998,0.9790295420
2288.5999999998,0.9779571409
2288.7999999998,0.9768858597
2288.9999999998,0.9758207595
2289.1999999998,0.9747670098
2289.3999999998,0.9737298297
2289.5999999998,0.9727144231
2289.7999999998,0.9717259106
2289.9999999998,0.9707692586
2290.1999999998,0.9698492050
2290.3999999998,0.9689701847
2290.5999999998,0.9681362541
2290.7999999998,0.9673510164
2290.9999999998,0.9666175488
2291.1999999998,0.9659383330
2291.3999999998,0.9653151892
2291.5999999998,0.9647492158
2291.7999999998,0.9642407355
2291.9999999998,0.9637892484
2292.1999999998,0.9633933939
2292.3999999998,0.9630509215
2292.5999999998,0.9627586722
2292.7999999998,0.9625125705
2292.9999999998,0.9623076276
2293.1999999998,0.9621379568
2293.3999999998,0.9619968013
2293.5999999998,0.9618765737
2293.7999999998,0.9617689092
2293.9999999998,0.9616647296
2294.1999999998,0.9615543209
2294.3999999998,0.9614274214
2294.5999999998,0.9612733214
2294.7999999998,0.9610809731
2294.9999999998,0.9608391097
2295.1999999998,0.9605363727
2295.3999999998,0.9601614467
2295.5999999998,0.9597031989
2295.7999999998,0.9591508240
2295.9999999998,0.9584939900
2296.1999999998,0.9577229859
2296.3999999998,0.9568288681
2296.5999999998,0.9558036028
2296.7999999998,0.9546402044
2296.9999999998,0.9533328664
2297.1999999998,0.9518770831
2297.3999999998,0.9502697607
2297.5999999998,0.9485093147
2297.7999999998,0.9465957533
2297.9999999998,0.9445307442
2298.1999999998,0.9423176629
2298.3999999998,0.9399616225
2298.5999999998,0.9374694824
2298.7999999998,0.9348498362
2298.9999999998,0.9321129773
2299.1999999998,0.9292708430
2299.3999999998,0.9263369360
2299.5999999998,0.9233262243
2299.7999999998,0.9202550206
2299.9999999998,0.9171408411
2300.1999999998,0.9140022464
2300.3999999998,0.9108586657
2300.5999999998,0.9077302058
2300.7999999998,0.9046374486
2300.9999999998,0.9016012385
2301.1999999998,0.8986424634
2301.3999999998,0.8957818315
2301.5999999998,0.8930396481
2301.7999999998,0.8904355950
2301.9999999998,0.8879885155
2302.1999999998,0.8857162099
2302.3999999998,0.8836352414
2302.5999999998,0.8817607598
2302.7999999998,0.8801063413
2302.9999999998,0.8786838498
2303.1999999998,0.8775033212
2303.3999999998,0.8765728711
2303.5999999998,0.8758986290
2303.7999999998,0.8754846984
2303.9999999998,0.8753331439
2304.1999999998,0.8754440048
2304.3999999998,0.8758153341
2304.5999999998,0.8764432631
2304.7999999998,0.8773220880
2304.9999999998,0.8784443782
2305.1999999998,0.8798011034
2305.3999999998,0.8813817757
2305.5999999998,0.8831746060
2305.7999999998,0.8851666699
2305.9999999998,0.8873440799
2306.1999999998,0.8896921629
2306.3999999998,0.8921956367
2306.5999999998,0.8948387857
2306.7999999998,0.8976056304
2306.9999999998,0.9004800908
2307.1999999998,0.9034461391
2307.3999999998,0.9064879413
2307.5999999998,0.9095899866
2307.7999999998,0.9127372010
2307.9999999998,0.9159150481
2308.1999999998,0.9191096128
2308.3999999998,0.9223076706
2308.5999999998,0.9254967417
2308.7999999998,0.9286651295
2308.9999999998,0.9318019458
2309.1999999998,0.9348971227
2309.3999999998,0.9379414122
2309.5999999998,0.9409263750
2309.7999999998,0.9438443592
2309.9999999998,0.9466884712
2310.1999999998,0.9494525388
2310.3999999998,0.9521310687
2310.5999999998,0.9547191996
2310.7999999998,0.9572126515
2310.9999999998,0.9596076725
2311.1999999998,0.9619009852
2311.3999999998,0.9640897317
2311.5999999998,0.9661714199
2311.7999999998,0.9681438712
2311.9999999998,0.9700051698
2312.1999999998,0.9717536151
2312.3999999998,0.9733876778
2312.5999999998,0.9749059592
2312.7999999998,0.9763071550
2312.9999999998,0.9775900245
2313.1999999998,0.9787533640
2313.3999999998,0.9797959858
2313.5999999998,0.9807167035
2313.7999999998,0.9815143222
2313.9999999998,0.9821876353
2314.1999999998,0.9827354275
2314.3999999998,0.9831564830
2314.5999999998,0.9834496015
2314.7999999998,0.9836136184
2314.9999999998,0.9836474325
2315.1999999998,0.9835500382
2315.3999999998,0.9833205636
2315.5999999998,0.9829583138
2315.7999999998,0.9824628182
2315.9999999998,0.9818338815
2316.1999999998,0.9810716387
2316.3999999998,0.9801766118
2316.5999999998,0.9791497679
2316.7999999998,0.9779925787
2316.9999999998,0.9767070782
2317.1999999998,0.9752959201
2317.3999999998,0.9737624312
2317.5999999998,0.9721106613
2317.7999999998,0.9703454281
2317.9999999998,0.9684723547
2318.1999999998,0.9664979002
2318.3999999998,0.9644293809
2318.5999999998,0.9622749817
2318.7999999998,0.9600437565
2318.9999999998,0.9577456167
2319.1999999998,0.9553913072
2319.3999999998,0.9529923700
2319.5999999998,0.9505610936
2319.7999999998,0.9481104501
2319.9999999998,0.9456540182
2320.1999999998,0.9432058942
2320.3999999998,0.9407805911
2320.5999999998,0.9383929258
2320.7999999998,0.9360578977
2320.9999999998,0.9337905576
2321.1999999998,0.9316058709
2321.3999999998,0.9295185752
2321.5999999998,0.9275430351
2321.7999999998,0.9256930964
2321.9999999998,0.9239819416
2322.1999999998,0.9224219485
2322.3999999998,0.9210245559
2322.5999999998,0.9198001360
2322.7999999998,0.9187578780
2322.9999999998,0.9179056833
2323.1999999998,0.9172500751
2323.3999999998,0.9167961231
2323.5999999998,0.9165473854
2323.7999999998,0.9165058681
2323.9999999998,0.9166720035
2324.1999999998,0.9170446473
2324.3999999998,0.9176210950
2324.5999999998,0.9183971169
2324.7999999998,0.9193670113
2324.9999999998,0.9205236752
2325.1999999998,0.9218586906
2325.3999999998,0.9233624259
2325.5999999998,0.9250241495
2325.7999999998,0.9268321548
2325.9999999998,0.9287738936
2326.1999999998,0.9308361161
2326.3999999998,0.9330050154
2326.5999999998,0.9352663734
2326.7999999998,0.9376057069
2326.9999999998,0.9400084108
2327.1999999998,0.9424598961
2327.3999999998,0.9449457220
2327.5999999998,0.9474517188
2327.7999999998,0.9499641008
2327.9999999998,0.9524695675
2328.1999999998,0.9549553925
2328.3999999998,0.9574094987
2328.5999999998,0.9598205189
2328.7999999998,0.9621778428
2328.9999999998,0.9644716489
2329.1999999998,0.9666929225
2329.3999999998,0.9688334594
2329.5999999998,0.9708858573
2329.7999999998,0.9728434941
2329.9999999998,0.9747004954
2330.1999999998,0.9764516920
2330.3999999998,0.9780925691
2330.5999999998,0.9796192078
2330.7999999998,0.9810282210
2330.9999999998,0.9823166860
2331.1999999998,0.9834820738
2331.3999999998,0.9845221777
2331.5999999998,0.9854350431
2331.7999999998,0.9862188988
2331.9999999998,0.9868720925
2332.1999999998,0.9873930309
2332.3999999998,0.9877801264
2332.5999999998,0.9880317511
2332.7999999998,0.9881461994
2332.9999999998,0.9881216596
2333.1999999998,0.9879561958
2333.3999999998,0.9876477407
2333.5999999998,0.9871940988
2333.7999999998,0.9865929619
2333.9999999998,0.9858419346
2334.1999999998,0.9849385727
2334.3999999998,0.9838804310
2334.5999999998,0.9826651226
2334.7999999998,0.9812903873
2334.9999999997,0.9797541693
2335.1999999997,0.9780547021
2335.3999999997,0.9761906004
2335.5999999997,0.9741609567
2335.7999999997,0.9719654415
2335.9999999997,0.9696044049
2336.1999999997,0.9670789780
2336.3999999997,0.9643911723
2336.5999999997,0.9615439743
2336.7999999997,0.9585414340
2336.9999999997,0.9553887445
2337.1999999997,0.9520923109
2337.3999999997,0.9486598072
2337.5999999997,0.9451002173
2337.7999999997,0.9414238610
2337.9999999997,0.9376424015
2338.1999999997,0.9337688343
2338.3999999997,0.9298174558
2338.5999999997,0.9258038122
2338.7999999997,0.9217446271
2338.9999999997,0.9176577089
2339.1999999997,0.9135618392
2339.3999999997,0.9094766414
2339.5999999997,0.9054224331
2339.7999999997,0.9014200621
2339.9999999997,0.8974907304
2340.1999999997,0.8936558067
2340.3999999997,0.8899366307
2340.5999999997,0.8863543135
2340.7999999997,0.8829295347
2340.9999999997,0.8796823417
2341.1999999997,0.8766319525
2341.3999999997,0.8737965667
2341.5999999997,0.8711931853
2341.7999999997,0.8688374447
2341.9999999997,0.8667434646
2342.1999999997,0.8649237142
2342.3999999997,0.8633888961
2342.5999999997,0.8621478517
2342.7999999997,0.8612074863
2342.9999999997,0.8605727176
2343.1999999997,0.8602464446
2343.3999999997,0.8602295391
2343.5999999997,0.8605208584
2343.7999999997,0.8611172784
2343.9999999997,0.8620137462
2344.1999999997,0.8632033514
2344.3999999997,0.8646774136
2344.5999999997,0.8664255861
2344.7999999997,0.8684359729
2344.9999999997,0.8706952576
2345.1999999997,0.8731888433
2345.3999999997,0.8759010000
2345.5999999997,0.8788150198
2345.7999999997,0.8819133763
2345.9999999997,0.8851778871
2346.1999999997,0.8885898787
2346.3999999997,0.8921303499
2346.5999999997,0.8957801340
2346.7999999997,0.8995200572
2346.9999999997,0.9033310920
2347.1999999997,0.9071945040
2347.3999999997,0.9110919907
2347.5999999997,0.9150058114
2347.7999999997,0.9189189059
2347.9999999997,0.9228150035
2348.1999999997,0.9266787178
2348.3999999997,0.9304956302
2348.5999999997,0.9342523595
2348.7999999997,0.9379366177
2348.9999999997,0.9415372520
2349.1999999997,0.9450442738
2349.3999999997,0.9484488734
2349.5999999997,0.9517434223
2349.7999999997,0.9549214629
2349.9999999997,0.9579776872
2350.1999999997,0.9609079044
2350.3999999997,0.9637089988
2350.5999999997,0.9663788801
2350.7999999997,0.9689164258
2350.9999999997,0.9713214177
2351.1999999997,0.9735944739
2351.3999999997,0.9757369770
2351.5999999997,0.9777510003
2351.7999999997,0.9796392325
2351.9999999997,0.9814049025
2352.1999999997,0.9830517053
2352.3999999997,0.9845837291
2352.5999999997,0.9860053852
2352.7999999997,0.9873213416
2352.9999999997,0.9885364594
2353.1999999997,0.9896557345
2353.3999999997,0.9906842428
2353.5999999997,0.9916270908
2353.7999999997,0.9924893707
2353.9999999997,0.9932761212
2354.1999999997,0.9939922917
2354.3999999997,0.9946427129
2354.5999999997,0.9952320709
2354.7999999997,0.9957648861
2354.9999999997,0.9962454962
2355.1999999997,0.9966780427
2355.3999999997,0.9970664616
2355.5999999997,0.9974144763
2355.7999999997,0.9977255945
2355.9999999997,0.9980031067
2356.1999999997,0.9982500872
2356.3999999997,0.9984693974
2356.5999999997,0.9986636898
2356.7999999997,0.9988354144
2356.9999999997,0.9989868248
2357.1999999997,0.9991199868
2357.3999999997,0.9992367857
2357.5999999997,0.9993389352
2357.7999999997,0.9994279863
2357.9999999997,0.9995053357
2358.1999999997,0.9995722343
2358.3999999997,0.9996297959
2358.5999999997,0.9996790045
2358.7999999997,0.9997207222
2358.9999999997,0.9997556957
2359.1999999997,0.9997845627
2359.3999999997,0.9998078573
2359.5999999997,0.9998260149
2359.7999999997,0.9998393763
2359.9999999997,0.9998481906
2360.1999999997,0.9998526183
2360.3999999997,0.9998527328
2360.5999999997,0.9998485211
2360.7999999997,0.9998398847
2360.9999999997,0.9998266384
2361.1999999997,0.9998085099
2361.3999999997,0.9997851379
2361.5999999997,0.9997560696
2361.7999999997,0.9997207585
2361.9999999997,0.9996785611
2362.1999999997,0.9996287340
2362.3999999997,0.9995704301
2362.5999999997,0.9995026956
2362.7999999997,0.9994244668
2362.9999999997,0.9993345670
2363.1999999997,0.9992317046
2363.3999999997,0.9991144711
2363.5999999997,0.9989813404
2363.7999999997,0.9988306693
2363.9999999997,0.9986606988
2364.1999999997,0.9984695579
2364.3999999997,0.9982552675
2364.5999999997,0.9980157484
2364.7999999997,0.9977488294
2364.9999999997,0.9974522586
2365.1999999997,0.9971237179
2365.3999999997,0.9967608383
2365.5999999997,0.9963612197
2365.7999999997,0.9959224523
2365.9999999997,0.9954421415
2366.1999999997,0.9949179346
2366.3999999997,0.9943475512
2366.5999999997,0.9937288152
2366.7999999997,0.9930596897
2366.9999999997,0.9923383131
2367.1999999997,0.9915630375
2367.3999999997,0.9907324677
2367.5999999997,0.9898455011
2367.7999999997,0.9889013678
2367.9999999997,0.9878996696
2368.1999999997,0.9868404182
2368.3999999997,0.9857240712
2368.5999999997,0.9845515660
2368.7999999997,0.9833243489
2368.9999999997,0.9820444015
2369.1999999997,0.9807142607
2369.3999999997,0.9793370338
2369.5999999997,0.9779164068
2369.7999999997,0.9764566456
2369.9999999997,0.9749625897
2370.1999999997,0.9734396377
2370.3999999997,0.9718937241
2370.5999999997,0.9703312882
2370.7999999997,0.9687592336
2370.9999999997,0.9671848795
2371.1999999997,0.9656159035
2371.3999999997,0.9640602763
2371.5999999997,0.9625261895
